// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4\obj\Release\net9.0/" /p:OutDir="C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4\bin\Release\net9.0/" /p:OutputPath="C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4\bin\Release\net9.0/" in C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4
// command took 2.55 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4\obj\Release\net9.0/" /p:OutDir="C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4\bin\Release\net9.0/" /p:OutputPath="C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4\bin\Release\net9.0/" --output "C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4\bin\Release\net9.0/" in C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4
// command took 9.76 sec and exited with 0
// ***** Done, took 00:00:12 (12.45 sec)   *****
// Found 6 benchmarks:
//   IterationBenchmark.IEnumerableForeach: DefaultJob [CollectionSize=100]
//   IterationBenchmark.IEnumeratorManual: DefaultJob [CollectionSize=100]
//   IterationBenchmark.IEnumerableForeach: DefaultJob [CollectionSize=1000]
//   IterationBenchmark.IEnumeratorManual: DefaultJob [CollectionSize=1000]
//   IterationBenchmark.IEnumerableForeach: DefaultJob [CollectionSize=10000]
//   IterationBenchmark.IEnumeratorManual: DefaultJob [CollectionSize=10000]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadPilot    6: 512 op, 1211200.00 ns, 2.3656 us/op
WorkloadPilot    7: 1024 op, 2395300.00 ns, 2.3392 us/op
WorkloadPilot    8: 2048 op, 4653100.00 ns, 2.2720 us/op
WorkloadPilot    9: 4096 op, 9574000.00 ns, 2.3374 us/op
WorkloadPilot   10: 8192 op, 18997800.00 ns, 2.3191 us/op
WorkloadPilot   11: 16384 op, 37090100.00 ns, 2.2638 us/op
WorkloadPilot   12: 32768 op, 82068200.00 ns, 2.5045 us/op
WorkloadPilot   13: 65536 op, 114135400.00 ns, 1.7416 us/op
WorkloadPilot   14: 131072 op, 93404200.00 ns, 712.6175 ns/op
WorkloadPilot   15: 262144 op, 176080100.00 ns, 671.6923 ns/op
WorkloadPilot   16: 524288 op, 305978000.00 ns, 583.6067 ns/op
WorkloadPilot   17: 1048576 op, 606561000.00 ns, 578.4616 ns/op

OverheadWarmup   1: 1048576 op, 2809800.00 ns, 2.6796 ns/op
OverheadWarmup   2: 1048576 op, 2637300.00 ns, 2.5151 ns/op
OverheadWarmup   3: 1048576 op, 2630300.00 ns, 2.5084 ns/op
OverheadWarmup   4: 1048576 op, 3114800.00 ns, 2.9705 ns/op
OverheadWarmup   5: 1048576 op, 2933700.00 ns, 2.7978 ns/op
OverheadWarmup   6: 1048576 op, 2773500.00 ns, 2.6450 ns/op
OverheadWarmup   7: 1048576 op, 2784400.00 ns, 2.6554 ns/op
OverheadWarmup   8: 1048576 op, 3033600.00 ns, 2.8931 ns/op
OverheadWarmup   9: 1048576 op, 2843800.00 ns, 2.7121 ns/op

OverheadActual   1: 1048576 op, 2856800.00 ns, 2.7245 ns/op
OverheadActual   2: 1048576 op, 3362800.00 ns, 3.2070 ns/op
OverheadActual   3: 1048576 op, 3578900.00 ns, 3.4131 ns/op
OverheadActual   4: 1048576 op, 3031200.00 ns, 2.8908 ns/op
OverheadActual   5: 1048576 op, 3075900.00 ns, 2.9334 ns/op
OverheadActual   6: 1048576 op, 3067400.00 ns, 2.9253 ns/op
OverheadActual   7: 1048576 op, 2999700.00 ns, 2.8607 ns/op
OverheadActual   8: 1048576 op, 3010400.00 ns, 2.8709 ns/op
OverheadActual   9: 1048576 op, 2964200.00 ns, 2.8269 ns/op
OverheadActual  10: 1048576 op, 2978900.00 ns, 2.8409 ns/op
OverheadActual  11: 1048576 op, 3015400.00 ns, 2.8757 ns/op
OverheadActual  12: 1048576 op, 2989500.00 ns, 2.8510 ns/op
OverheadActual  13: 1048576 op, 3068400.00 ns, 2.9263 ns/op
OverheadActual  14: 1048576 op, 3073700.00 ns, 2.9313 ns/op
OverheadActual  15: 1048576 op, 2957400.00 ns, 2.8204 ns/op

WorkloadWarmup   1: 1048576 op, 633856000.00 ns, 604.4922 ns/op
WorkloadWarmup   2: 1048576 op, 786447200.00 ns, 750.0145 ns/op
WorkloadWarmup   3: 1048576 op, 728997400.00 ns, 695.2261 ns/op
WorkloadWarmup   4: 1048576 op, 731340900.00 ns, 697.4610 ns/op
WorkloadWarmup   5: 1048576 op, 721494000.00 ns, 688.0703 ns/op
WorkloadWarmup   6: 1048576 op, 750446400.00 ns, 715.6815 ns/op

// BeforeActualRun
WorkloadActual   1: 1048576 op, 738537300.00 ns, 704.3241 ns/op
WorkloadActual   2: 1048576 op, 707605000.00 ns, 674.8247 ns/op
WorkloadActual   3: 1048576 op, 588201400.00 ns, 560.9526 ns/op
WorkloadActual   4: 1048576 op, 594119700.00 ns, 566.5967 ns/op
WorkloadActual   5: 1048576 op, 586096400.00 ns, 558.9451 ns/op
WorkloadActual   6: 1048576 op, 595159900.00 ns, 567.5887 ns/op
WorkloadActual   7: 1048576 op, 600124900.00 ns, 572.3237 ns/op
WorkloadActual   8: 1048576 op, 672084300.00 ns, 640.9495 ns/op
WorkloadActual   9: 1048576 op, 651287100.00 ns, 621.1158 ns/op
WorkloadActual  10: 1048576 op, 592235700.00 ns, 564.8000 ns/op
WorkloadActual  11: 1048576 op, 645638700.00 ns, 615.7290 ns/op
WorkloadActual  12: 1048576 op, 699584100.00 ns, 667.1754 ns/op
WorkloadActual  13: 1048576 op, 701340600.00 ns, 668.8505 ns/op
WorkloadActual  14: 1048576 op, 929347800.00 ns, 886.2951 ns/op
WorkloadActual  15: 1048576 op, 991152200.00 ns, 945.2364 ns/op
WorkloadActual  16: 1048576 op, 823078200.00 ns, 784.9485 ns/op
WorkloadActual  17: 1048576 op, 781142200.00 ns, 744.9553 ns/op
WorkloadActual  18: 1048576 op, 638872200.00 ns, 609.2760 ns/op
WorkloadActual  19: 1048576 op, 613655800.00 ns, 585.2278 ns/op
WorkloadActual  20: 1048576 op, 618819600.00 ns, 590.1524 ns/op
WorkloadActual  21: 1048576 op, 649577500.00 ns, 619.4854 ns/op
WorkloadActual  22: 1048576 op, 749063700.00 ns, 714.3628 ns/op
WorkloadActual  23: 1048576 op, 642322900.00 ns, 612.5669 ns/op
WorkloadActual  24: 1048576 op, 635615500.00 ns, 606.1702 ns/op
WorkloadActual  25: 1048576 op, 843750200.00 ns, 804.6629 ns/op
WorkloadActual  26: 1048576 op, 728176200.00 ns, 694.4429 ns/op
WorkloadActual  27: 1048576 op, 742164000.00 ns, 707.7827 ns/op
WorkloadActual  28: 1048576 op, 740333800.00 ns, 706.0373 ns/op
WorkloadActual  29: 1048576 op, 905993100.00 ns, 864.0224 ns/op
WorkloadActual  30: 1048576 op, 787471200.00 ns, 750.9911 ns/op
WorkloadActual  31: 1048576 op, 719839400.00 ns, 686.4923 ns/op
WorkloadActual  32: 1048576 op, 610391600.00 ns, 582.1148 ns/op
WorkloadActual  33: 1048576 op, 647393000.00 ns, 617.4021 ns/op
WorkloadActual  34: 1048576 op, 584323600.00 ns, 557.2544 ns/op
WorkloadActual  35: 1048576 op, 596998600.00 ns, 569.3422 ns/op
WorkloadActual  36: 1048576 op, 580532800.00 ns, 553.6392 ns/op
WorkloadActual  37: 1048576 op, 590718100.00 ns, 563.3527 ns/op
WorkloadActual  38: 1048576 op, 577991000.00 ns, 551.2152 ns/op
WorkloadActual  39: 1048576 op, 583845100.00 ns, 556.7981 ns/op
WorkloadActual  40: 1048576 op, 691293300.00 ns, 659.2687 ns/op
WorkloadActual  41: 1048576 op, 711753800.00 ns, 678.7813 ns/op
WorkloadActual  42: 1048576 op, 728659000.00 ns, 694.9034 ns/op
WorkloadActual  43: 1048576 op, 713363400.00 ns, 680.3164 ns/op
WorkloadActual  44: 1048576 op, 704357700.00 ns, 671.7278 ns/op
WorkloadActual  45: 1048576 op, 704355100.00 ns, 671.7254 ns/op
WorkloadActual  46: 1048576 op, 695096500.00 ns, 662.8957 ns/op
WorkloadActual  47: 1048576 op, 628489900.00 ns, 599.3747 ns/op
WorkloadActual  48: 1048576 op, 597382000.00 ns, 569.7079 ns/op
WorkloadActual  49: 1048576 op, 581839500.00 ns, 554.8854 ns/op
WorkloadActual  50: 1048576 op, 656074400.00 ns, 625.6813 ns/op
WorkloadActual  51: 1048576 op, 597979600.00 ns, 570.2778 ns/op
WorkloadActual  52: 1048576 op, 584386400.00 ns, 557.3143 ns/op
WorkloadActual  53: 1048576 op, 582146800.00 ns, 555.1785 ns/op
WorkloadActual  54: 1048576 op, 569963100.00 ns, 543.5592 ns/op
WorkloadActual  55: 1048576 op, 599788900.00 ns, 572.0033 ns/op
WorkloadActual  56: 1048576 op, 692129000.00 ns, 660.0657 ns/op
WorkloadActual  57: 1048576 op, 780359400.00 ns, 744.2087 ns/op
WorkloadActual  58: 1048576 op, 713904400.00 ns, 680.8323 ns/op
WorkloadActual  59: 1048576 op, 728095100.00 ns, 694.3656 ns/op
WorkloadActual  60: 1048576 op, 722012300.00 ns, 688.5646 ns/op
WorkloadActual  61: 1048576 op, 712437400.00 ns, 679.4333 ns/op
WorkloadActual  62: 1048576 op, 673313000.00 ns, 642.1213 ns/op
WorkloadActual  63: 1048576 op, 581047100.00 ns, 554.1297 ns/op
WorkloadActual  64: 1048576 op, 602566900.00 ns, 574.6526 ns/op
WorkloadActual  65: 1048576 op, 601362100.00 ns, 573.5036 ns/op
WorkloadActual  66: 1048576 op, 607553700.00 ns, 579.4084 ns/op
WorkloadActual  67: 1048576 op, 649532900.00 ns, 619.4428 ns/op
WorkloadActual  68: 1048576 op, 676581800.00 ns, 645.2387 ns/op
WorkloadActual  69: 1048576 op, 582345100.00 ns, 555.3676 ns/op
WorkloadActual  70: 1048576 op, 622901300.00 ns, 594.0450 ns/op
WorkloadActual  71: 1048576 op, 692215600.00 ns, 660.1482 ns/op
WorkloadActual  72: 1048576 op, 707495500.00 ns, 674.7203 ns/op
WorkloadActual  73: 1048576 op, 732581700.00 ns, 698.6444 ns/op
WorkloadActual  74: 1048576 op, 886207500.00 ns, 845.1533 ns/op
WorkloadActual  75: 1048576 op, 1017802700.00 ns, 970.6523 ns/op
WorkloadActual  76: 1048576 op, 1075413900.00 ns, 1.0256 us/op
WorkloadActual  77: 1048576 op, 910730400.00 ns, 868.5402 ns/op
WorkloadActual  78: 1048576 op, 1070160400.00 ns, 1.0206 us/op
WorkloadActual  79: 1048576 op, 997631600.00 ns, 951.4156 ns/op
WorkloadActual  80: 1048576 op, 877690000.00 ns, 837.0304 ns/op
WorkloadActual  81: 1048576 op, 752408400.00 ns, 717.5526 ns/op
WorkloadActual  82: 1048576 op, 772970100.00 ns, 737.1617 ns/op
WorkloadActual  83: 1048576 op, 834617100.00 ns, 795.9529 ns/op
WorkloadActual  84: 1048576 op, 1124319200.00 ns, 1.0722 us/op
WorkloadActual  85: 1048576 op, 1257472400.00 ns, 1.1992 us/op
WorkloadActual  86: 1048576 op, 1370022300.00 ns, 1.3066 us/op
WorkloadActual  87: 1048576 op, 1428934900.00 ns, 1.3627 us/op
WorkloadActual  88: 1048576 op, 993312800.00 ns, 947.2969 ns/op
WorkloadActual  89: 1048576 op, 902476200.00 ns, 860.6684 ns/op
WorkloadActual  90: 1048576 op, 922769200.00 ns, 880.0213 ns/op
WorkloadActual  91: 1048576 op, 870647100.00 ns, 830.3138 ns/op
WorkloadActual  92: 1048576 op, 917332800.00 ns, 874.8367 ns/op
WorkloadActual  93: 1048576 op, 891908500.00 ns, 850.5902 ns/op
WorkloadActual  94: 1048576 op, 811096000.00 ns, 773.5214 ns/op
WorkloadActual  95: 1048576 op, 882537600.00 ns, 841.6534 ns/op
WorkloadActual  96: 1048576 op, 961425900.00 ns, 916.8872 ns/op
WorkloadActual  97: 1048576 op, 956764500.00 ns, 912.4417 ns/op
WorkloadActual  98: 1048576 op, 711573300.00 ns, 678.6092 ns/op
WorkloadActual  99: 1048576 op, 740631500.00 ns, 706.3212 ns/op
WorkloadActual  100: 1048576 op, 709131100.00 ns, 676.2801 ns/op

// AfterActualRun
WorkloadResult   1: 1048576 op, 735521900.00 ns, 701.4483 ns/op
WorkloadResult   2: 1048576 op, 704589600.00 ns, 671.9490 ns/op
WorkloadResult   3: 1048576 op, 585186000.00 ns, 558.0769 ns/op
WorkloadResult   4: 1048576 op, 591104300.00 ns, 563.7210 ns/op
WorkloadResult   5: 1048576 op, 583081000.00 ns, 556.0694 ns/op
WorkloadResult   6: 1048576 op, 592144500.00 ns, 564.7130 ns/op
WorkloadResult   7: 1048576 op, 597109500.00 ns, 569.4480 ns/op
WorkloadResult   8: 1048576 op, 669068900.00 ns, 638.0738 ns/op
WorkloadResult   9: 1048576 op, 648271700.00 ns, 618.2401 ns/op
WorkloadResult  10: 1048576 op, 589220300.00 ns, 561.9243 ns/op
WorkloadResult  11: 1048576 op, 642623300.00 ns, 612.8533 ns/op
WorkloadResult  12: 1048576 op, 696568700.00 ns, 664.2997 ns/op
WorkloadResult  13: 1048576 op, 698325200.00 ns, 665.9748 ns/op
WorkloadResult  14: 1048576 op, 926332400.00 ns, 883.4194 ns/op
WorkloadResult  15: 1048576 op, 988136800.00 ns, 942.3607 ns/op
WorkloadResult  16: 1048576 op, 820062800.00 ns, 782.0728 ns/op
WorkloadResult  17: 1048576 op, 778126800.00 ns, 742.0795 ns/op
WorkloadResult  18: 1048576 op, 635856800.00 ns, 606.4003 ns/op
WorkloadResult  19: 1048576 op, 610640400.00 ns, 582.3521 ns/op
WorkloadResult  20: 1048576 op, 615804200.00 ns, 587.2766 ns/op
WorkloadResult  21: 1048576 op, 646562100.00 ns, 616.6097 ns/op
WorkloadResult  22: 1048576 op, 746048300.00 ns, 711.4871 ns/op
WorkloadResult  23: 1048576 op, 639307500.00 ns, 609.6911 ns/op
WorkloadResult  24: 1048576 op, 632600100.00 ns, 603.2945 ns/op
WorkloadResult  25: 1048576 op, 840734800.00 ns, 801.7872 ns/op
WorkloadResult  26: 1048576 op, 725160800.00 ns, 691.5672 ns/op
WorkloadResult  27: 1048576 op, 739148600.00 ns, 704.9070 ns/op
WorkloadResult  28: 1048576 op, 737318400.00 ns, 703.1616 ns/op
WorkloadResult  29: 1048576 op, 902977700.00 ns, 861.1466 ns/op
WorkloadResult  30: 1048576 op, 784455800.00 ns, 748.1153 ns/op
WorkloadResult  31: 1048576 op, 716824000.00 ns, 683.6166 ns/op
WorkloadResult  32: 1048576 op, 607376200.00 ns, 579.2391 ns/op
WorkloadResult  33: 1048576 op, 644377600.00 ns, 614.5264 ns/op
WorkloadResult  34: 1048576 op, 581308200.00 ns, 554.3787 ns/op
WorkloadResult  35: 1048576 op, 593983200.00 ns, 566.4665 ns/op
WorkloadResult  36: 1048576 op, 577517400.00 ns, 550.7635 ns/op
WorkloadResult  37: 1048576 op, 587702700.00 ns, 560.4770 ns/op
WorkloadResult  38: 1048576 op, 574975600.00 ns, 548.3395 ns/op
WorkloadResult  39: 1048576 op, 580829700.00 ns, 553.9224 ns/op
WorkloadResult  40: 1048576 op, 688277900.00 ns, 656.3930 ns/op
WorkloadResult  41: 1048576 op, 708738400.00 ns, 675.9056 ns/op
WorkloadResult  42: 1048576 op, 725643600.00 ns, 692.0277 ns/op
WorkloadResult  43: 1048576 op, 710348000.00 ns, 677.4406 ns/op
WorkloadResult  44: 1048576 op, 701342300.00 ns, 668.8521 ns/op
WorkloadResult  45: 1048576 op, 701339700.00 ns, 668.8497 ns/op
WorkloadResult  46: 1048576 op, 692081100.00 ns, 660.0200 ns/op
WorkloadResult  47: 1048576 op, 625474500.00 ns, 596.4990 ns/op
WorkloadResult  48: 1048576 op, 594366600.00 ns, 566.8322 ns/op
WorkloadResult  49: 1048576 op, 578824100.00 ns, 552.0097 ns/op
WorkloadResult  50: 1048576 op, 653059000.00 ns, 622.8056 ns/op
WorkloadResult  51: 1048576 op, 594964200.00 ns, 567.4021 ns/op
WorkloadResult  52: 1048576 op, 581371000.00 ns, 554.4386 ns/op
WorkloadResult  53: 1048576 op, 579131400.00 ns, 552.3027 ns/op
WorkloadResult  54: 1048576 op, 566947700.00 ns, 540.6835 ns/op
WorkloadResult  55: 1048576 op, 596773500.00 ns, 569.1276 ns/op
WorkloadResult  56: 1048576 op, 689113600.00 ns, 657.1899 ns/op
WorkloadResult  57: 1048576 op, 777344000.00 ns, 741.3330 ns/op
WorkloadResult  58: 1048576 op, 710889000.00 ns, 677.9566 ns/op
WorkloadResult  59: 1048576 op, 725079700.00 ns, 691.4899 ns/op
WorkloadResult  60: 1048576 op, 718996900.00 ns, 685.6889 ns/op
WorkloadResult  61: 1048576 op, 709422000.00 ns, 676.5575 ns/op
WorkloadResult  62: 1048576 op, 670297600.00 ns, 639.2456 ns/op
WorkloadResult  63: 1048576 op, 578031700.00 ns, 551.2540 ns/op
WorkloadResult  64: 1048576 op, 599551500.00 ns, 571.7769 ns/op
WorkloadResult  65: 1048576 op, 598346700.00 ns, 570.6279 ns/op
WorkloadResult  66: 1048576 op, 604538300.00 ns, 576.5326 ns/op
WorkloadResult  67: 1048576 op, 646517500.00 ns, 616.5671 ns/op
WorkloadResult  68: 1048576 op, 673566400.00 ns, 642.3630 ns/op
WorkloadResult  69: 1048576 op, 579329700.00 ns, 552.4919 ns/op
WorkloadResult  70: 1048576 op, 619885900.00 ns, 591.1693 ns/op
WorkloadResult  71: 1048576 op, 689200200.00 ns, 657.2725 ns/op
WorkloadResult  72: 1048576 op, 704480100.00 ns, 671.8446 ns/op
WorkloadResult  73: 1048576 op, 729566300.00 ns, 695.7686 ns/op
WorkloadResult  74: 1048576 op, 883192100.00 ns, 842.2776 ns/op
WorkloadResult  75: 1048576 op, 1014787300.00 ns, 967.7766 ns/op
WorkloadResult  76: 1048576 op, 1072398500.00 ns, 1.0227 us/op
WorkloadResult  77: 1048576 op, 907715000.00 ns, 865.6645 ns/op
WorkloadResult  78: 1048576 op, 1067145000.00 ns, 1.0177 us/op
WorkloadResult  79: 1048576 op, 994616200.00 ns, 948.5399 ns/op
WorkloadResult  80: 1048576 op, 874674600.00 ns, 834.1547 ns/op
WorkloadResult  81: 1048576 op, 749393000.00 ns, 714.6769 ns/op
WorkloadResult  82: 1048576 op, 769954700.00 ns, 734.2860 ns/op
WorkloadResult  83: 1048576 op, 831601700.00 ns, 793.0772 ns/op
WorkloadResult  84: 1048576 op, 1121303800.00 ns, 1.0694 us/op
WorkloadResult  85: 1048576 op, 990297400.00 ns, 944.4212 ns/op
WorkloadResult  86: 1048576 op, 899460800.00 ns, 857.7927 ns/op
WorkloadResult  87: 1048576 op, 919753800.00 ns, 877.1456 ns/op
WorkloadResult  88: 1048576 op, 867631700.00 ns, 827.4381 ns/op
WorkloadResult  89: 1048576 op, 914317400.00 ns, 871.9610 ns/op
WorkloadResult  90: 1048576 op, 888893100.00 ns, 847.7145 ns/op
WorkloadResult  91: 1048576 op, 808080600.00 ns, 770.6457 ns/op
WorkloadResult  92: 1048576 op, 879522200.00 ns, 838.7777 ns/op
WorkloadResult  93: 1048576 op, 958410500.00 ns, 914.0115 ns/op
WorkloadResult  94: 1048576 op, 953749100.00 ns, 909.5660 ns/op
WorkloadResult  95: 1048576 op, 708557900.00 ns, 675.7335 ns/op
WorkloadResult  96: 1048576 op, 737616100.00 ns, 703.4455 ns/op
WorkloadResult  97: 1048576 op, 706115700.00 ns, 673.4044 ns/op
// GC:  0 0 0 400 1048576
// Threading:  0 0 1048576

// AfterAll
// Benchmark Process 48352 has exited with code 0.

Mean = 692.240 ns, StdErr = 13.179 ns (1.90%), N = 97, StdDev = 129.800 ns
Min = 540.683 ns, Q1 = 579.239 ns, Median = 668.852 ns, Q3 = 748.115 ns, Max = 1,069.359 ns
IQR = 168.876 ns, LowerFence = 325.925 ns, UpperFence = 1,001.430 ns
ConfidenceInterval = [647.499 ns; 736.980 ns] (CI 99.9%), Margin = 44.740 ns (6.46% of Mean)
Skewness = 0.95, Kurtosis = 3.03, MValue = 2.88

// ** Remained 4 (66.7%) benchmark(s) to run. Estimated finish 2025-02-16 10:59 (0h 5m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: IterationBenchmark.IEnumerableForeach: DefaultJob [CollectionSize=1000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4.dll --anonymousPipes 1388 1928 --benchmarkName "BenchmarkNET9.IterationBenchmark.IEnumerableForeach(CollectionSize: 1000)" --job Default --benchmarkId 2 in C:\Users\ayman\source\repos\BenchmarkNET9\bin\release\net9.0\fcc0f06f-3159-4ca4-b2c2-ff82eb7716a4\bin\Release\net9.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 9.0.2 (9.0.225.6610), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 291200.00 ns, 291.2000 us/op
WorkloadJitting  1: 1 op, 454700.00 ns, 454.7000 us/op

OverheadJitting  2: 16 op, 289600.00 ns, 18.1000 us/op
WorkloadJitting  2: 16 op, 2117300.00 ns, 132.3313 us/op

WorkloadPilot    1: 16 op, 477900.00 ns, 29.8688 us/op
WorkloadPilot    2: 32 op, 887300.00 ns, 27.7281 us/op
WorkloadPilot    3: 64 op, 1611500.00 ns, 25.1797 us/op
WorkloadPilot    4: 128 op, 3230800.00 ns, 25.2406 us/op
WorkloadPilot    5: 256 op, 6411900.00 ns, 25.0465 us/op
WorkloadPilot    6: 512 op, 13082900.00 ns, 25.5525 us/op
WorkloadPilot    7: 1024 op, 25435600.00 ns, 24.8395 us/op
WorkloadPilot    8: 2048 op, 52869500.00 ns, 25.8152 us/op
WorkloadPilot    9: 4096 op, 128240700.00 ns, 31.3088 us/op
WorkloadPilot   10: 8192 op, 70809000.00 ns, 8.6437 us/op
WorkloadPilot   11: 16384 op, 141526700.00 ns, 8.6381 us/op
WorkloadPilot   12: 32768 op, 287668500.00 ns, 8.7789 us/op
WorkloadPilot   13: 65536 op, 618023100.00 ns, 9.4303 us/op

OverheadWarmup   1: 65536 op, 213900.00 ns, 3.2639 ns/op
OverheadWarmup   2: 65536 op, 636800.00 ns, 9.7168 ns/op
OverheadWarmup   3: 65536 op, 234900.00 ns, 3.5843 ns/op
OverheadWarmup   4: 65536 op, 316600.00 ns, 4.8309 ns/op
OverheadWarmup   5: 65536 op, 214900.00 ns, 3.2791 ns/op

OverheadActual   1: 65536 op, 234800.00 ns, 3.5828 ns/op
OverheadActual   2: 65536 op, 223100.00 ns, 3.4042 ns/op
OverheadActual   3: 65536 op, 234100.00 ns, 3.5721 ns/op
OverheadActual   4: 65536 op, 230900.00 ns, 3.5233 ns/op
OverheadActual   5: 65536 op, 222800.00 ns, 3.3997 ns/op
OverheadActual   6: 65536 op, 232700.00 ns, 3.5507 ns/op
OverheadActual   7: 65536 op, 222900.00 ns, 3.4012 ns/op
OverheadActual   8: 65536 op, 221900.00 ns, 3.3859 ns/op
OverheadActual   9: 65536 op, 316300.00 ns, 4.8264 ns/op
OverheadActual  10: 65536 op, 221900.00 ns, 3.3859 ns/op
OverheadActual  11: 65536 op, 221800.00 ns, 3.3844 ns/op
OverheadActual  12: 65536 op, 221900.00 ns, 3.3859 ns/op
OverheadActual  13: 65536 op, 222700.00 ns, 3.3981 ns/op
OverheadActual  14: 65536 op, 224100.00 ns, 3.4195 ns/op
OverheadActual  15: 65536 op, 304200.00 ns, 4.6417 ns/op

WorkloadWarmup   1: 65536 op, 883160000.00 ns, 13.4760 us/op
WorkloadWarmup   2: 65536 op, 810701700.00 ns, 12.3703 us/op
WorkloadWarmup   3: 65536 op, 1405759100.00 ns, 21.4502 us/op
WorkloadWarmup   4: 65536 op, 2029877600.00 ns, 30.9735 us/op
WorkloadWarmup   5: 65536 op, 856172000.00 ns, 13.0641 us/op
WorkloadWarmup   6: 65536 op, 592564000.00 ns, 9.0418 us/op
WorkloadWarmup   7: 65536 op, 564015800.00 ns, 8.6062 us/op
WorkloadWarmup   8: 65536 op, 664736800.00 ns, 10.1431 us/op
WorkloadWarmup   9: 65536 op, 614029200.00 ns, 9.3693 us/op

// BeforeActualRun
WorkloadActual   1: 65536 op, 582430600.00 ns, 8.8872 us/op
WorkloadActual   2: 65536 op, 488241300.00 ns, 7.4500 us/op
WorkloadActual   3: 65536 op, 462484400.00 ns, 7.0570 us/op
WorkloadActual   4: 65536 op, 451252400.00 ns, 6.8856 us/op
WorkloadActual   5: 65536 op, 444780900.00 ns, 6.7868 us/op
WorkloadActual   6: 65536 op, 474488400.00 ns, 7.2401 us/op
WorkloadActual   7: 65536 op, 489943300.00 ns, 7.4759 us/op
WorkloadActual   8: 65536 op, 447466100.00 ns, 6.8278 us/op
WorkloadActual   9: 65536 op, 447233000.00 ns, 6.8242 us/op
WorkloadActual  10: 65536 op, 488191400.00 ns, 7.4492 us/op
WorkloadActual  11: 65536 op, 525631500.00 ns, 8.0205 us/op
WorkloadActual  12: 65536 op, 459842300.00 ns, 7.0166 us/op
WorkloadActual  13: 65536 op, 460446000.00 ns, 7.0258 us/op
WorkloadActual  14: 65536 op, 455337800.00 ns, 6.9479 us/op
WorkloadActual  15: 65536 op, 467173800.00 ns, 7.1285 us/op
WorkloadActual  16: 65536 op, 451935700.00 ns, 6.8960 us/op
WorkloadActual  17: 65536 op, 460707400.00 ns, 7.0298 us/op
WorkloadActual  18: 65536 op, 447814800.00 ns, 6.8331 us/op
WorkloadActual  19: 65536 op, 443801300.00 ns, 6.7719 us/op
WorkloadActual  20: 65536 op, 447194000.00 ns, 6.8236 us/op
WorkloadActual  21: 65536 op, 440025900.00 ns, 6.7143 us/op
WorkloadActual  22: 65536 op, 485519400.00 ns, 7.4084 us/op
WorkloadActual  23: 65536 op, 482026100.00 ns, 7.3551 us/op
WorkloadActual  24: 65536 op, 442451300.00 ns, 6.7513 us/op
WorkloadActual  25: 65536 op, 443512800.00 ns, 6.7675 us/op
WorkloadActual  26: 65536 op, 451453500.00 ns, 6.8886 us/op
WorkloadActual  27: 65536 op, 441280400.00 ns, 6.7334 us/op
WorkloadActual  28: 65536 op, 463161600.00 ns, 7.0673 us/op
WorkloadActual  29: 65536 op, 451409400.00 ns, 6.8880 us/op
